"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,19,1,"BL06I-PS-STRCL-02:CR1:M19:S1","OH1 FE06I-PS-SHTR-02","OPTICS SHUTTER","CLOSED","dup","no"," "," ",0
2,19,2,"BL06I-PS-STRCL-02:CR1:M19:S2","OH1 FE06I-PS-SHTR-02","OPTICS SHUTTER","CLOSED","dup","no"," "," ",1
3,8,1,"BL06I-PS-VACOK-01:CR1:M08:S1"," ","EC1I VACUUM","SWITCHES OK","serial","no"," "," ",2
4,8,2,"BL06I-PS-VACOK-02:CR1:M08:S2"," ","EC1I VACUUM","SWITCHES OK","serial","no"," "," ",3
5,8,3,"BL06J-PS-VACOK-01:CR1:M08:S3"," ","EC1J VACUUM","SWITCHES OK","dup","no"," "," ",4
6,8,4,"BL06J-PS-VACOK-01:CR1:M08:S4"," ","EC1J VACUUM","SWITCHES OK","dup","no"," "," ",5
7,15,1,"BL06I-PS-EXPOK-01:CR1:M15:S1"," ","G EXPERIMENT","SHUTTERS OK","serial","no"," "," ",6
8,15,2,"BL06I-PS-PKPE-01:CR1:M15:S2"," ","G BEAMLINE","ENABLED","serial","no"," "," ",7
9,21,3,"BL06I-PS-TRIP-03:CR1:M21:S3","G LOP 16","PORT TRIP","LATCH","serial","no"," ","now",8
10,21,4,"BL06I-PS-RADIN-01:CR1:M21:S4","OH1 RADIATION","MONITOR LEVELS","INSTANT. TRIP","serial","no"," ","now",9
11,21,0,"BL06I-PS-IOC-01","LOP 13 G PERMIT 3","FE06I-PS-SHTR-01","PORT SHUTTER","lop","no"," "," ",10
12,20,3,"BL06I-PS-HUEN-01:CR1:M20:S3"," ","OH1 OPTICS HUTCH","ENABLED","dup","no","BL06I-PS-opticsHutchEnabled.edl"," ",0
13,20,4,"BL06I-PS-HUEN-01:CR1:M20:S4"," ","OH1 OPTICS HUTCH","ENABLED","dup","yes","BL06I-PS-opticsHutchEnabled.edl"," ",12
14,20,0,"BL06I-PS-IOC-01"," ","G LOP 16","HUTCHES SAFE","lop","no"," "," ",13
15,0,8,"gap","gap","gap","gap","gap","no"," "," ",13
16,19,3,"FE06I-PS-STRCL-01:CR1:M19:S3","G FE06I-PS-SHTR-01","PORT SHUTTER","CLOSED","dup","no"," "," ",15
17,19,4,"FE06I-PS-STRCL-01:CR1:M19:S4","G FE06I-PS-SHTR-01","PORT SHUTTER","CLOSED","dup","no"," "," ",16
18,0,7,"gap","gap","gap","gap","gap","no"," "," ",17
19,0,0,"24v","24v","24v","24v","24v","no"," "," ",18
20,20,1,"BL06I-PS-PRTOK-01:CR1:M20:S1"," ","G PORT","SHUTTER OK","dup","no"," "," ",19
21,20,2,"BL06I-PS-PRTOK-01:CR1:M20:S2"," ","G PORT","SHUTTER OK","dup","no"," "," ",20
22,22,3,"BL06I-PS-TRIP-04:CR1:M22:S3","G PORT SHUTTER","CLOSED OR","HUTCHES SAFE","serial","no"," ","now",21
23,22,4,"BL06I-PS-RADTI-01:CR1:M22:S4","OH1 RADIATION","MONITOR LEVELS","TIMED TRIP","serial","no"," ","now",22
24,22,0,"BL06I-PS-IOC-01","LOP 14 G PERMIT 4","STORAGE RING","BEAM ON","lop","no"," "," ",23
