"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,18,1,"BL07I-PS-BOBIO-02:CR1:M18:S1","EH1","BEAM OFF BUTTON","INDICATORS OK","serial","no"," "," ",0
2,18,2,"BL07I-PS-GASDL-01:CR1:M18:S2","EH1 GENERAL ACCESS","DOOR & SERVICE ACC.","DOORS LOCKED","serial","no"," "," ",1
3,18,3,"BL07I-PS-STIND-02:CR1:M18:S3"," ","EH1 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,18,4,"BL07I-PS-BOIND-02:CR1:M18:S4"," ","EH1 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,21,1,"BL07I-PS-TRIP-02:CR1:M21:S1","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",4
6,21,2,"BL07I-PS-TRIP-02:CR1:M21:S2","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",5
7,8,3,"BL07I-PS-PERM-06:CR1:M08:S3","EH2 LOP 11 (CRATE 2)","PRMT 6 EXPER. SHTR","BL07I-PS-SHTR-01","dup","no","BL07I-PS-experiment2Shutter.edl"," ",6
8,8,4,"BL07I-PS-PERM-06:CR1:M08:S4","EH2 LOP 11 (CRATE 2)","PRMT 6 EXPER. SHTR"," BL07I-PS-SHTR-01","dup","no","BL07I-PS-experiment2Shutter.edl"," ",7
9,8,1,"BL07I-PS-PKP-05:CR1:M08:S1"," ","EH1 HATCH","LOCKED CLOSED","serial","no"," "," ",6
10,8,2,"BL07I-PS-HATCL-01:CR1:M08:S2"," ","EH1 HATCH","CLOSED","serial","yes"," "," ",9
11,17,3,"BL07I-PS-HUEN-02:CR1:M17:S3"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL07I-PS-experimentHutchEnabled.edl"," ",8
12,17,4,"BL07I-PS-HUEN-02:CR1:M17:S4"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL07I-PS-experimentHutchEnabled.edl"," ",11
13,17,0,"BL07I-PS-IOC-01","EH1 LOP 11 PERMIT 2","EXPERIMENT SHTR","BL07I-PS-SHTR-01","lop","no"," "," ",12
14,0,15,"gap","gap","gap","gap","gap","no"," "," ",3
15,20,3,"BL07I-PS-HUEN-02:CR1:M20:S3"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL07I-PS-experimentHutchEnabled.edl"," ",14
16,20,4,"BL07I-PS-HUEN-02:CR1:M20:S4"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL07I-PS-experimentHutchEnabled.edl"," ",15
17,20,0,"BL07I-PS-IOC-01","EH1 LOP 13","SEARCHED & LOCKED","BL07I-PS-SLCK-01","lop","no"," "," ",16
18,18,0,"BL07I-PS-IOC-01","EH1 LOP 15","MEDIUM LEVEL"," HEALTHY","lop","yes"," "," ",14
