"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,18,1,"BL02I-PS-BOBIO-03:CR2:M18:S1","EH2","BEAM OFF BUTTON","INDICATORS OK","serial","no"," "," ",0
2,18,2,"BL02I-PS-SHLAL-01:CR2:M18:S2"," ","EH2 SHIELDING A","LOCKED","serial","no"," "," ",1
3,18,3,"BL02I-PS-STIND-03:CR2:M18:S3"," ","EH2 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,18,4,"BL02I-PS-BOIND-03:CR2:M18:S4"," ","EH2 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,18,0,"BL02I-PS-IOC-02","LOP 15 EH2","MEDIUM LEVEL"," HEALTHY","lop","no"," "," ",4
6,21,1,"BL02I-PS-TRIP-05:CR2:M21:S1","EH2 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",5
7,21,2,"BL02I-PS-TRIP-05:CR2:M21:S2","EH2 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",6
8,17,3,"BL02I-PS-HUEN-03:CR2:M17:S3"," ","EH2 EXPERIMENT","HUTCH ENABLED","dup","no","BL02I-PS-experimentHutch2Enabled.edl"," ",7
9,17,4,"BL02I-PS-HUEN-03:CR2:M17:S4"," ","EH2 EXPERIMENT","HUTCH ENABLED","dup","no","BL02I-PS-experimentHutch2Enabled.edl"," ",8
10,17,0,"BL02I-PS-IOC-02","LOP 11 EH2 PERMIT 5","EXPERIM. SHUTTER","BL02I-PS-SHTR-01","lop","no"," "," ",9
