"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,18,1,"BL22I-PS-BOBIO-02:CR1:M18:S1","EH1","BEAM OFF BUTTON","INDICATORS OK","serial","no"," "," ",0
2,18,2,"BL22I-PS-GASDL-01:CR1:M18:S2","EH1 GEN. ACC. DR.","& SERVICE ACCESS","DOORS LOCKED","serial","no"," "," ",1
3,18,3,"BL22I-PS-STIND-02:CR1:M18:S3"," ","EH1 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,18,4,"BL22I-PS-BOIND-02:CR1:M18:S4"," ","EH1 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,21,1,"BL22I-PS-TRIP-02:CR1:M21:S1","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",4
6,21,2,"BL22I-PS-TRIP-02:CR1:M21:S2","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",5
7,17,3,"BL22I-PS-HUEN-02:CR1:M17:S3"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL22I-PS-experimentHutchEnabled.edl"," ",6
8,17,4,"BL22I-PS-HUEN-02:CR1:M17:S4"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL22I-PS-experimentHutchEnabled.edl"," ",7
9,17,0,"BL22I-PS-IOC-01","LOP 11 EH1 PERMIT 2","BL22I-PS-SHTR-01","EXPERIM. SHUTTER","lop","no"," "," ",8
10,18,0,"BL22I-PS-IOC-01","LOP 15","EH1 MEDIUM","LEVEL HEALTHY","lop","no"," "," ",4
