"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,18,1,"BL11I-PS-BOBIO-02:CR1:M18:S1","EH1","BEAM OFF BUTTON","INDICATORS OK","serial","no"," "," ",0
2,18,2,"BL11I-PS-GASDL-01:CR1:M18:S2","EH1EH2 GEN. ACC. DR.","& SERVICE ACCESS","DOORS LOCKED","serial","no"," "," ",1
3,5,1,"BL11I-PS-ENCL-02:CR1:M05:S1","EH2 EXPERIMENT","HUTCH ENABLED OR","BL11I-PS-SHTR-02 CLSD","dup","no"," "," ",2
4,5,2,"BL11I-PS-ENCL-02:CR1:M05:S2","EH2 EXPERIMENT","HUTCH ENABLED OR","BL11I-PS-SHTR-02 CLSD","dup","no"," "," ",3
5,18,3,"BL11I-PS-STIND-02:CR1:M18:S3"," ","EH1 STANDBY","INDICATORS OK","serial","no"," "," ",4
6,18,4,"BL11I-PS-BOIND-02:CR1:M18:S4"," ","EH1 BEAM ON","INDICATORS OK","serial","no"," "," ",5
7,21,1,"BL11I-PS-TRIP-02:CR1:M21:S1","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",6
8,21,2,"BL11I-PS-TRIP-02:CR1:M21:S2","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",7
9,17,3,"BL11I-PS-HUEN-02:CR1:M17:S3"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL11I-PS-experimentHutchEnabled.edl"," ",8
10,17,4,"BL11I-PS-HUEN-02:CR1:M17:S4"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL11I-PS-experimentHutchEnabled.edl"," ",9
11,17,0,"BL11I-PS-IOC-01","LOP 11 EH1 PERMIT 2","BL11I-PS-SHTR-01","EXPERIM. SHUTTER","lop","no"," "," ",10
12,18,0,"BL11I-PS-IOC-01","LOP 15","EH1 MEDIUM","LEVEL HEALTHY","lop","no"," "," ",6
