"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,8,1,"BL09I-PS-ENCL-02:CR1:M08:S1","EH1 HUTCH ENABLED","OR BL09I-PS-SHTR-01","EXP. SHUTTER CLOSED","dup","no","BL09I-PS-experimentHutchEnabled.edl"," ",0
2,8,2,"BL09I-PS-ENCL-02:CR1:M08:S2","EH1 HUTCH ENABLED","OR BL09I-PS-SHTR-01","EXP. SHUTTER CLOSED","dup","no","BL09I-PS-experimentHutchEnabled.edl"," ",1
3,9,1,"BL09I-PS-STIND-01:CR1:M09:S1"," ","OH1 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,9,2,"BL09I-PS-BOIND-01:CR1:M09:S2"," ","OH1 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,10,3,"BL09I-PS-BOBIO-01:CR1:M10:S3","OH1","BEAM OFF  BUTTON","INDICATORS OK","serial","no"," "," ",4
6,10,4,"BL09I-PS-GADL-01:CR1:M10:S4","OH1","GENERAL ACCESS","DOOR LOCKED","serial","no"," "," ",5
7,22,1,"BL09I-PS-TRIP-01:CR1:M22:S1","OH1 LOP 2","MEDIUM LEVEL","TRIP LATCH","serial","no"," ","now",6
8,10,0,"BL09I-PS-IOC-01","OH1 LOP 2","MEDIUM LEVEL"," HEALTHY","lop","no"," "," ",6
9,22,2,"BL09I-PS-RADIN-01:CR1:M22:S2","OH1 RADIATION","MONITOR LEVELS","INSTANTANEOUS TRIP","serial","no"," ","now",7
10,9,3,"BL09I-PS-HUEN-01:CR1:M09:S3"," ","OH1 OPTICS HUTCH","ENABLED","dup","no","BL09I-PS-opticsHutchEnabled.edl"," ",9
11,9,4,"BL09I-PS-HUEN-01:CR1:M09:S4"," ","OH1 OPTICS HUTCH","ENABLED","dup","no","BL09I-PS-opticsHutchEnabled.edl"," ",10
12,9,0,"BL09I-PS-IOC-01","OH1 LOP 6 PERMIT 1","FE09I-PS-SHTR-02","OPTICS SHUTTER","lop","no"," "," ",11
