"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,4,1,"BL09I-PS-HUSA-01:CR1:M04:S1"," ","EH2EC BL09I-PS-IOC-02","LOP 16 HUTCHES SAFE","dup","no","BL09I-PS-eH2ECHutchesSafe.edl"," ",0
2,4,2,"BL09I-PS-HUSA-01:CR1:M04:S2"," ","EH2EC BL09I-PS-IOC-02","LOP 16 HUTCHES SAFE","dup","no","BL09I-PS-eH2ECHutchesSafe.edl"," ",1
3,19,1,"BL09I-PS-STRCL-03:CR1:M19:S1","OH1 FE09I-PS-SHTR-02","OPTICS SHUTTER","CLOSED","dup","no"," "," ",2
4,19,2,"BL09I-PS-STRCL-03:CR1:M19:S2","OH1 FE09I-PS-SHTR-02","OPTICS SHUTTER","CLOSED","dup","no"," "," ",3
5,20,1,"BL09I-PS-STRCL-02:CR1:M20:S1","EH1 BL09I-PS-SHTR-01","EXPERIMENT SHUTTER","CLOSED","serial","no"," "," ",2
6,20,2,"BL09I-PS-HUEN-01:CR1:M20:S2"," ","OH1 OPTICS","HUTCH ENABLED","serial","yes","BL09I-PS-opticsHutchEnabled.edl"," ",5
7,20,3,"BL09I-PS-HUEN-02:CR1:M20:S3"," ","EH1 EXPERIMENT","HUTCH ENABLED","serial","no","BL09I-PS-experimentHutchEnabled.edl"," ",2
8,20,4,"BL09I-PS-HUEN-01:CR1:M20:S4"," ","OH1 OPTICS","HUTCH ENABLED","serial","yes","BL09I-PS-opticsHutchEnabled.edl"," ",7
9,5,1,"BL09J-PS-VACOK-01:CR1:M05:S1"," ","EC VACUUM","SWITCHES OK","dup","no"," "," ",4
10,5,2,"BL09J-PS-VACOK-01:CR1:M05:S2"," ","EC VACUUM","SWITCHES OK","dup","no"," "," ",9
11,15,1,"BL09I-PS-EXPOK-01:CR1:M15:S1","BL09I-PS-RACK-02","G EXPERIMENT","SHUTTERS OK","serial","no"," "," ",10
12,15,2,"BL09I-PS-PKPE-01:CR1:M15:S2"," ","G BEAMLINE","ENABLED","serial","no"," "," ",11
13,21,3,"BL09I-PS-TRIP-03:CR1:M21:S3"," ","G LOP 16","PORT TRIP LATCH","serial","no"," ","now",12
14,21,4,"BL09I-PS-RADIN-01:CR1:M21:S4","OH1 RADIATION","MONITOR LEVELS","INSTANTANEOUS TRIP","serial","no"," ","now",13
15,21,0,"BL09I-PS-IOC-01","G LOP 13 PERMIT 3","FE09I-PS-SHTR-01","PORT SHUTTER","lop","no"," "," ",14
16,20,0,"BL09I-PS-IOC-01"," ","G LOP 16","HUTCHES SAFE","lop","yes"," "," ",6
17,0,15,"gap","gap","gap","gap","gap","no"," "," ",6
18,0,0,"24v","24v","24v","24v","24v","no"," "," ",17
19,19,3,"BL09I-PS-PRTOK-01:CR1:M19:S3"," ","BL09I-PS-RACK-02","G PORT SHUTTER OK","dup","no"," "," ",18
20,19,4,"BL09I-PS-PRTOK-01:CR1:M19:S4"," ","BL09I-PS-RACK-02","G PORT SHUTTER OK","dup","no"," "," ",19
21,22,3,"BL09I-PS-TRIP-04:CR1:M22:S3","G PORT SHUTTER","CLOSED OR","HUTCHES SAFE","serial","no"," ","now",20
22,22,4,"BL09I-PS-RADTI-01:CR1:M22:S4","OH1 RADIATION","MONITOR LEVELS","TIMED TRIP","serial","no"," ","now",21
23,22,0,"BL09I-PS-IOC-01","G LOP 14 PERMIT 4","STORAGE RING","BEAM ON","lop","yes"," "," ",22
