"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,10,3,"BL15I-PS-BOBIO-03:CR2:M10:S3","EH2","BEAM OFF  BUTTON","INDICATORS OK","serial","no"," "," ",0
2,10,4,"BL15I-PS-GADL-01:CR2:M10:S4"," ","EH2 GENERAL ACCESS","DOOR LOCKED","serial","no"," "," ",1
3,9,1,"BL15I-PS-STIND-03:CR2:M09:S1"," ","EH2 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,9,2,"BL15I-PS-BOIND-03:CR2:M09:S2"," ","EH2 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,8,1,"BL15I-PS-HUEN-02:CR2:M08:S1"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL15I-PS-experimentHutchEnabled.edl"," ",4
6,8,2,"BL15I-PS-HUEN-02:CR2:M08:S2"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL15I-PS-experimentHutchEnabled.edl"," ",5
7,8,3,"BL15I-PS-STRCL-01:CR2:M08:S3","EH1 BL15I-PS-SHTR-02","EXPERIMENT SHUTTER","CLOSED","dup","no"," "," ",4
8,8,4,"BL15I-PS-STRCL-01:CR2:M08:S4","EH1 BL15I-PS-SHTR-02","EXPERIMENT SHUTTER","CLOSED","dup","yes"," "," ",7
9,22,1,"BL15I-PS-TRIP-03:CR2:M22:S1","LOP 2 EH2","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",8
10,22,2,"BL15I-PS-TRIP-03:CR2:M22:S2","LOP 2 EH2","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",9
11,9,3,"BL15I-PS-HUEN-03:CR2:M09:S3"," ","EH2 EXPERIMENT","HUTCH ENABLED","dup","no","BL15I-PS-experimentHutch2Enabled.edl"," ",10
12,9,4,"BL15I-PS-HUEN-03:CR2:M09:S4"," ","EH2 EXPERIMENT","HUTCH ENABLED","dup","no","BL15I-PS-experimentHutch2Enabled.edl"," ",11
13,9,0,"BL15I-PS-IOC-02","EH2 LOP 6 PERMIT 5","BL15I-PS-SHTR-01","EXPERIMENT SHUTTER","lop","yes"," "," ",12
14,8,0,"BL15I-PS-IOC-02","LOP 2 EH2","MEDIUM LEVEL"," HEALTHY","lop","yes"," "," ",8
