"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,17,1,"BL15I-PS-PKPE-01:CR2:M17:S1"," ","G BEAMLINE","ENABLED","serial","no"," "," ",0
2,17,2,"BL15J-PS-PKP-01:CR2:M17:S2"," ","EH3 EXPERIMENT","HUTCH OPERATIONAL","serial","no"," "," ",1
3,6,1,"BL15J-PS-BOBDR-01:CR2:M06:S1","EH3 BEAM OFF &","DOOR RELEASE","BUTTONS OK","dup","no"," ","log",2
4,6,2,"BL15J-PS-BOBDR-01:CR2:M06:S2","EH3 BEAM OFF &","DOOR RELEASE","BUTTONS OK","dup","no"," ","log",3
5,10,1,"BL15J-PS-STIM-01:CR2:M10:S1"," "," ","EH3 SEARCH TIMER","serial","no"," "," ",4
6,10,2,"BL15J-PS-NSCOM-01:CR2:M10:S2"," ","EH3 NOT SEARCH","COMPLETE","serial","no"," "," ",5
7,14,3,"BL15J-PS-HSC-01:CR2:M14:S3","EH3 HUTCH","SEARCHED &","CLOSED","dup","no","BL15I-PS-experimentHutch3Closed.edl"," ",6
8,14,4,"BL15J-PS-HSC-01:CR2:M14:S4","EH3 HUTCH","SEARCHED &","CLOSED","dup","no","BL15I-PS-experimentHutch3Closed.edl"," ",7
9,14,0,"BL15I-PS-IOC-02","EH3 LOP 10","EXPERIMENT","HUTCH ENABLED","lop","no"," "," ",8
10,15,3,"BL15J-PS-GADC-01:CR2:M15:S3"," ","EH3 GENERAL ACCESS","DOOR CLOSED","dup","no"," "," ",4
11,15,4,"BL15J-PS-GADC-01:CR2:M15:S4"," ","EH3 GENERAL ACCESS","DOOR CLOSED","dup","yes"," "," ",10
12,15,0,"BL15I-PS-IOC-02"," ","EH3 LOP 7","INTERLOCKS SET","lop","yes"," "," ",6
