"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,18,1,"BL15J-PS-BOBIO-01:CR2:M18:S1","EH3","BEAM OFF BUTTON","INDICATORS OK","serial","no"," "," ",0
2,18,2,"BL15J-PS-GADL-01:CR2:M18:S2","EH3","GENERAL ACCESS","DOOR LOCKED","serial","no"," "," ",1
3,18,3,"BL15J-PS-STIND-01:CR2:M18:S3"," ","EH3 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,18,4,"BL15J-PS-BOIND-01:CR2:M18:S4"," ","EH3 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,18,0,"BL15I-PS-IOC-02","LOP 15 EH3","MEDIUM LEVEL"," HEALTHY","lop","yes"," "," ",4
6,21,1,"BL15J-PS-TRIP-01:CR2:M21:S1","LOP 15 EH3","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",5
7,21,2,"BL15J-PS-TRIP-01:CR2:M21:S2","LOP 15 EH3","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",6
8,17,3,"BL15J-PS-HUEN-01:CR2:M17:S3"," ","EH3 EXPERIMENT","HUTCH ENABLED","dup","no","BL15I-PS-experimentHutch3Enabled.edl"," ",7
9,17,4,"BL15J-PS-HUEN-01:CR2:M17:S4"," ","EH3 EXPERIMENT","HUTCH ENABLED","dup","no","BL15I-PS-experimentHutch3Enabled.edl"," ",8
10,17,0,"BL15I-PS-IOC-02","EH3 LOP 11 PERMIT 6","BL15J-PS-SHTR-01","EXPERIMENT SHUTTER","lop","no"," "," ",9
