"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,19,1,"BL12I-PS-HUEN-06:CR2:M19:S1","BL12I-PS-RACK-03","EH2 EXPERIMENT","HUTCH ENABLED","serial","no","BL12I-PS-experimentHutch2Enabled.edl"," ",0
2,19,2,"BL12I-PS-HUEN-05:CR2:M19:S2","BL12I-PS-RACK-03","OH3 OPTICS","HUTCH ENABLED","serial","no","BL12I-PS-opticsHutch3Enabled.edl"," ",1
3,19,3,"BL12I-PS-STRCL-02:CR2:M19:S3","BL12I-PS-RACK-03 OH3","BL12I-PS-SHTR-03","OPT. SHTR. CLOSED","dup","no"," "," ",0
4,19,4,"BL12I-PS-STRCL-02:CR2:M19:S4","BL12I-PS-RACK-03 OH3","BL12I-PS-SHTR-03","OPT. SHTR. CLOSED","dup","yes"," "," ",3
5,18,1,"BL12I-PS-BOBIO-04:CR2:M18:S1","EH1","BEAM OFF BUTTON","INDICATORS OK","serial","no"," "," ",2
6,18,2,"BL12I-PS-GASDL-02:CR2:M18:S2","EH1 GENERAL ACCESS","DOOR & SERVICE ACC.","DOORS LOCKED","serial","no"," "," ",5
7,18,3,"BL12I-PS-STIND-04:CR2:M18:S3"," ","EH1 STANDBY","INDICATORS OK","serial","no"," "," ",6
8,18,4,"BL12I-PS-BOIND-04:CR2:M18:S4"," ","EH1 BEAM ON","INDICATORS OK","serial","no"," "," ",7
9,18,0,"BL12I-PS-IOC-02","EH1 LOP 15","MEDIUM LEVEL"," HEALTHY","lop","yes"," "," ",8
10,21,1,"BL12I-PS-TRIP-04:CR2:M21:S1","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",9
11,21,2,"BL12I-PS-TRIP-04:CR2:M21:S2","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",10
12,17,3,"BL12I-PS-HUEN-04:CR2:M17:S3"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL12I-PS-experimentHutchEnabled.edl"," ",11
13,17,4,"BL12I-PS-HUEN-04:CR2:M17:S4"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL12I-PS-experimentHutchEnabled.edl"," ",12
14,17,0,"BL12I-PS-IOC-02","EH1 LOP 11 PERMIT 2","EXPERIM. SHUTTER","BL12I-PS-SHTR-02","lop","no"," "," ",13
