"Dummy header, was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,18,1,"BL02I-PS-BOBIO-02:CR1:M18:S1","EH1","BEAM OFF BUTTON","INDICATORS OK","serial","no"," "," ",0
2,18,2,"BL02I-PS-GADL-01:CR1:M18:S2","EH1","GENERAL ACCESS","DOOR LOCKED","serial","no"," "," ",1
3,18,3,"BL02I-PS-STIND-02:CR1:M18:S3"," ","EH1 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,18,4,"BL02I-PS-BOIND-02:CR1:M18:S4"," ","EH1 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,21,1,"BL02I-PS-TRIP-02:CR1:M21:S1","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",4
6,21,2,"BL02I-PS-TRIP-02:CR1:M21:S2","EH1 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",5
7,17,3,"BL02I-PS-PERM-01:CR1:M17:S3","BL02I-PS-RACK-02","LOP11 EH2 PERMIT 5","BL02I-PS-SHTR-01","serial","no","BL02I-PS-experiment2Shutter.edl"," ",6
8,17,4,"BL02I-PS-HUEN-02:CR1:M17:S4"," ","EH1 EXPERIMENT","HUTCH ENABLED","serial","no","BL02I-PS-experimentHutchEnabled.edl"," ",7
9,17,0,"BL02I-PS-IOC-01","LOP 11 EH1EH2 PRMT 2","BL02I-PS-SHTR-01","EXPERIM. SHUTTER","lop","no"," "," ",8
10,18,0,"BL02I-PS-IOC-01","LOP 15","EH1 MEDIUM","LEVEL HEALTHY","lop","no"," "," ",4
