"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,10,3,"BL02J-PS-BOBIO-01:CR1:M10:S3","OH1","BEAM OFF  BUTTON","INDICATORS OK","serial","no"," "," ",0
2,10,4,"BL02J-PS-GADL-01:CR1:M10:S4","OH1","GENERAL ACCESS","DOOR LOCKED","serial","no"," "," ",1
3,9,1,"BL02J-PS-STIND-01:CR1:M09:S1"," ","OH1 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,9,2,"BL02J-PS-BOIND-01:CR1:M09:S2"," ","OH1 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,8,3,"BL02J-PS-STRCL-01:CR1:M08:S3","BL02J-PS-RACK-02","EH1 BL02J-PS-SHTR-01","EXP. SHUTTER CLOSED","dup","no"," "," ",4
6,8,4,"BL02J-PS-STRCL-01:CR1:M08:S4","BL02J-PS-RACK-02","EH1 BL02J-PS-SHTR-01","EXP. SHUTTER CLOSED","dup","no"," "," ",5
7,8,1,"BL02J-PS-HUEN-03:CR1:M08:S1","BL02J-PS-RACK-02","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL02J-PS-experimentHutchEnabled.edl"," ",4
8,8,2,"BL02J-PS-HUEN-03:CR1:M08:S2","BL02J-PS-RACK-02","EH1 EXPERIMENT","HUTCH ENABLED","dup","yes","BL02J-PS-experimentHutchEnabled.edl"," ",7
9,8,0,"BL02J-PS-IOC-01","LOP 2","OH1 MEDIUM","LEVEL HEALTHY","lop","yes"," "," ",6
10,22,1,"BL02J-PS-TRIP-01:CR1:M22:S1","OH1 LOP 2","MEDIUM LEVEL","TRIP LATCH","serial","no"," ","now",9
11,22,2,"BL02J-PS-RADIN-01:CR1:M22:S2","OH1 RADIATION","MONITOR LEVELS","INSTANT. TRIP","serial","no"," ","now",10
12,9,3,"BL02J-PS-PERM-01:CR1:M09:S3","LOP 11 OH2 PERMIT 2","FE02J-PS-SHTR-02","OPTICS SHUTTER","serial","no","BL02J-PS-optics2Shutter.edl"," ",11
13,9,4,"BL02J-PS-HUEN-01:CR1:M09:S4"," ","OH1 OPTICS HUTCH","ENABLED","serial","no","BL02J-PS-opticsHutch1Enabled.edl"," ",12
14,9,0,"BL02J-PS-IOC-01","LOP6 OH1OH2 PERMIT 1","FE02J-PS-SHTR-02","OPTICS SHUTTER","lop","no"," "," ",13
