"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,9,1,"BL21I-PS-STIND-01:CR1:M09:S1"," ","OH1 STANDBY","INDICATORS OK","serial","no"," "," ",0
2,9,2,"BL21I-PS-BOIND-01:CR1:M09:S2"," ","OH1 BEAM ON","INDICATORS OK","serial","no"," "," ",1
3,10,3,"BL21I-PS-BOBIO-01:CR1:M10:S3","OH1","BEAM OFF  BUTTON","INDICATORS OK","serial","no"," "," ",2
4,10,4,"BL21I-PS-GADL-01:CR1:M10:S4","OH1","GENERAL ACCESS","DOOR LOCKED","serial","no"," "," ",3
5,10,0,"BL21I-PS-IOC-01","LOP 2","OH1 MEDIUM","LEVEL HEALTHY","lop","yes"," "," ",4
6,22,1,"BL21I-PS-TRIP-01:CR1:M22:S1","OH1 LOP 2","MEDIUM LEVEL","TRIP LATCH","serial","no"," ","now",5
7,22,2,"BL21I-PS-RADIN-01:CR1:M22:S2","OH1 RADIATION","MONITOR LEVELS","INSTANT. TRIP","serial","no"," ","now",6
8,9,3,"BL21I-PS-EXPOK-01:CR1:M09:S3","BL21I-PS-RACK-02","G EXPERIMENT","SHUTTERS OK","serial","no"," "," ",7
9,9,4,"BL21I-PS-HUEN-01:CR1:M09:S4"," ","OH1 OPTICS HUTCH","ENABLED","serial","no","BL21I-PS-opticsHutch1Enabled.edl"," ",8
10,8,3,"BL21I-PS-PERM-02:CR1:M08:S3","LOP 11 OH2 PERMIT 2","OPTICS SHUTTER","FE21I-PS-SHTR-02","dup","no","BL21I-PS-optics2Shutter.edl"," ",9
11,8,4,"BL21I-PS-PERM-02:CR1:M08:S4","LOP 11 OH2 PERMIT 2","OPTICS SHUTTER","FE21I-PS-SHTR-02","dup","no","BL21I-PS-optics2Shutter.edl"," ",10
12,8,0,"BL21I-PS-IOC-01","LOP6 OH1OH2 PERMIT 1","FE21I-PS-SHTR-02","OPTICS SHUTTER","lop","no"," "," ",11
