"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,9,1,"BL09I-PS-STIND-03:CR2:M09:S1"," ","EH2 STANDBY","INDICATORS OK","serial","no"," "," ",0
2,9,2,"BL09I-PS-BOIND-03:CR2:M09:S2"," ","EH2 BEAM ON","INDICATORS OK","serial","no"," "," ",1
3,10,3,"BL09I-PS-BOBIO-03:CR2:M10:S3","EH2","BEAM OFF BUTTON","INDICATORS OK","serial","no"," "," ",2
4,10,4,"BL09I-PS-GASDL-02:CR2:M10:S4","EH2 GENERAL ACCESS","& SERVICE ACCESS","DOORS LOCKED","serial","no"," "," ",3
5,10,0,"BL09I-PS-IOC-02","EH2 LOP 2","MEDIUM LEVEL"," HEALTHY","lop","yes"," "," ",4
6,22,1,"BL09I-PS-TRIP-05:CR2:M22:S1","EH2 LOP 2","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",5
7,22,2,"BL09I-PS-TRIP-05:CR2:M22:S2","EH2 LOP 2","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",6
8,9,3,"BL09I-PS-HUEN-03:CR2:M09:S3"," ","EH2 EXPERIMENT","HUTCH ENABLED","dup","no","BL09I-PS-experimentHutch2Enabled.edl"," ",7
9,9,4,"BL09I-PS-HUEN-03:CR2:M09:S4"," ","EH2 EXPERIMENT","HUTCH ENABLED","dup","no","BL09I-PS-experimentHutch2Enabled.edl"," ",8
10,9,0,"BL09I-PS-IOC-02","EH2 LOP 6 PERMIT 5","EXPERIM. SHUTTER","BL09I-PS-SHTR-02","lop","no"," "," ",9
