"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,20,3,"BL14J-PS-STRCL-03:CR1:M20:S3","BL14I RACK-02 OH1OH2","FE14I-PS-SHTR-02 OR","BL14I-PS-SHTR-01 CLSD","dup","no"," "," ",0
2,20,4,"BL14J-PS-STRCL-03:CR1:M20:S4","BL14I RACK-02 OH1OH2","FE14I-PS-SHTR-02 OR","BL14I-PS-SHTR-01 CLSD","dup","no"," "," ",1
3,4,1,"BL14J-PS-STRCL-02:CR1:M04:S1","BL14I RACK-02 OH3","BL14I-PS-SHTR-02 &","BL14J-PS-SHTR-02 CLSD","dup","no"," "," ",0
4,4,2,"BL14J-PS-STRCL-02:CR1:M04:S2","BL14I RACK-02 OH3","BL14I-PS-SHTR-02 &","BL14J-PS-SHTR-02 CLSD","dup","yes"," "," ",3
5,20,1,"BL14J-PS-STRCL-01:CR1:M20:S1","EH1 BL14J-PS-SHTR-03","EXPERIMENT SHUTTER","CLOSED","dup","no"," "," ",0
6,20,2,"BL14J-PS-STRCL-01:CR1:M20:S2","EH1 BL14J-PS-SHTR-03","EXPERIMENT SHUTTER","CLOSED","dup","yes"," "," ",5
7,15,1,"BL14J-PS-HUEN-01:CR1:M15:S1"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","no","BL14J-PS-experimentHutchEnabled.edl"," ",0
8,15,2,"BL14J-PS-HUEN-01:CR1:M15:S2"," ","EH1 EXPERIMENT","HUTCH ENABLED","dup","yes","BL14J-PS-experimentHutchEnabled.edl"," ",7
9,20,0,"BL14J-PS-IOC-01"," ","G LOP 16","HUTCHES SAFE","lop","yes"," "," ",2
